Null,CountyID,PollingID,County,Precinct,Polling Location,Address1,Address2,Zip Code
0,9,15,Bladen,TURNBULL,TURNBULL-AMMON COMMUNITY BUILDING,120 AMMON COMMUNITY CENTER RD,"GARLAND, NC",28441
0,9,16,Bladen,WHITES CREEK,WHITES CREEK-LISBON FIRE DEPARTMENT,2585 WHITE PLAINS CHURCH RD,"CLARKTON, NC",28433
0,9,17,Bladen,WHITE OAK,WHITE OAK-RURITAN BUILDING,9579 NC 53 HWY W,"WHITE OAK, NC",28399
0,9,24,Bladen,CYPRESS CREEK,CYPRESS CREEK-HICKORY GROVE FIRE DEPT,132 NC 210 HWY W,"GARLAND, NC",28441
0,10,1,Brunswick,BELVILLE 1,BELVILLE ELEMENTARY SCHOOL,575 RIVER RD,"LELAND, NC",28451
0,10,2,Brunswick,HOOD CREEK,ALL SOULS EPISCOPAL CHURCH,5087 BLUE BANKS LOOP RD,"LELAND, NC",28451
0,10,3,Brunswick,MOSQUITO 1,VIRGINIA WILLIAMSON ELEMENTARY SCHOOL,1020 ZION HILL RD SE,"BOLIVIA, NC",28422
0,10,4,Brunswick,LELAND,LINCOLN ELEMENTARY SCHOOL,1664 LINCOLN RD NE,"LELAND, NC",28451
0,10,5,Brunswick,TOWNCREEK,TOWN CREEK PARK COMMUNITY BUILDING,6420 OCEAN HWY E,"WINNABOW, NC",28479
0,10,6,Brunswick,WOODBURN,THE BRUNSWICK CENTER AT LELAND,121 TOWN HALL RD,"LELAND, NC",28451
0,10,7,Brunswick,BOLIVIA,BRUNS COUNTY COOPERATIVE EXTENSION,25 REFERENDUM DR # BLDG N,"BOLIVIA, NC",28422
0,10,8,Brunswick,SOUTHPORT 1,THE BRUNSWICK CENTER AT SOUTHPORT,1513 N HOWE ST # SUITE 1,"SOUTHPORT, NC",28461
0,10,9,Brunswick,SOUTHPORT 2,SOUTHPORT ELEMENTARY SCHOOL,701 W 9TH ST,"SOUTHPORT, NC",28461
0,10,10,Brunswick,OAK ISLAND 1,OCEAN VIEW UNITED METHODIST CHURCH,8400 E OAK ISLAND DR,"OAK ISLAND, NC",28465
0,10,11,Brunswick,SUPPLY,THE BRUNSWICK CENTER AT SUPPLY,101 STONE CHIMNEY RD SE,"SUPPLY, NC",28462
0,10,12,Brunswick,SECESSION 1,LOCKWOOD FOLLY COMMUNITY BLDG,1691 STANBURY RD SW,"SUPPLY, NC",28462
0,10,13,Brunswick,SHALLOTTE,WEST BRUNSWICK HIGH SCHOOL,550 WHITEVILLE RD NW,"SHALLOTTE, NC",28470
0,10,14,Brunswick,FRYING PAN,SHALLOTTE POINT VFD,4126 PIGOTT RD SW,"SHALLOTTE, NC",28470
0,10,15,Brunswick,GRISSETTOWN,SHALLOTTE COMMONS SHOPPING CENTER,5051 MAIN ST # 4,"SHALLOTTE, NC",28470
0,10,16,Brunswick,SHINGLETREE 1,JESSIE MAE MONROE ELEMENTARY SCHOOL,250 PEA LANDING RD NW,"ASH, NC",28420
0,10,17,Brunswick,WACCAMAW,WACCAMAW TOWNSHIP PARK,5859 WACCAMAW SCHOOL RD,"ASH, NC",28420
0,10,18,Brunswick,LONGWOOD,GRISSETTOWN LONGWOOD FIRE AND RESCUE,758 LONGWOOD RD NW,"OCEAN ISLE BEACH, NC",28469
0,10,19,Brunswick,SHINGLETREE 2,THE BRUNSWICK CENTER AT CALABASH,10050 BEACH DR SW,"CALABASH, NC",28467
0,10,20,Brunswick,SECESSION 2,HOLDEN BEACH EOC BUILDING,1044 SABBATH HOME RD,"SUPPLY, NC",28462
0,10,21,Brunswick,BOILING SPRING LAKES,BOILING SPRING LAKES COMMUNITY CENTER,1 LEEDS RD,"BOILING SPRING LAKES, NC",28461
0,10,22,Brunswick,OAK ISLAND 2,OAK ISLAND RECREATION CENTER,3003 E OAK ISLAND DR,"OAK ISLAND, NC",28465
0,10,23,Brunswick,OAK ISLAND 3,OAK ISLAND ELKS LODGE,106 E DOLPHIN DR,"OAK ISLAND, NC",28465
0,10,26,Brunswick,BELVILLE 2,LELAND CULTURAL ARTS CENTER,1212 MAGNOLIA VILLAGE WAY,"LELAND, NC",28451
0,10,29,Brunswick,MOSQUITO 2,TOWN OF ST JAMES COMMUNITY CENTER,4136 SOUTHPORT-SUPPLY RD,"SOUTHPORT, NC",28461
0,11,5,Buncombe,2.1,MONTFORD NORTH STAR ACADEMY,90 MONTFORD AVE,"ASHEVILLE, NC",28801
0,11,6,Buncombe,3.1,ST MARKS LUTHERAN CHURCH,10 N LIBERTY ST,"ASHEVILLE, NC",28801
0,11,7,Buncombe,4.1,NORTH ASHEVILLE COMMUNITY CENTER,37 E LARCHMONT RD,"ASHEVILLE, NC",28804
0,11,8,Buncombe,5.1,ST EUGENE CATHOLIC CHURCH,72 CULVERN ST,"ASHEVILLE, NC",28804
0,11,10,Buncombe,7.1,KENILWORTH PRESBYTERIAN CHURCH,123 KENILWORTH RD,"ASHEVILLE, NC",28803
0,11,11,Buncombe,8.2,SHILOH COMMUNITY CENTER,121 SHILOH RD,"ASHEVILLE, NC",28803
0,11,12,Buncombe,10.1,DR WESLEY GRANT SR - SOUTHSIDE CENTER,285 LIVINGSTON ST,"ASHEVILLE, NC",28801
0,11,13,Buncombe,11.1,ASHEVILLE SENIOR OPPORTUNITY CENTER,36 GROVE ST,"ASHEVILLE, NC",28801
0,11,14,Buncombe,71.1,WEAVERVILLE UMC-FELLOWSHIP CENTER,90 N MAIN ST,"WEAVERVILLE, NC",28787
0,11,15,Buncombe,70.1,WOODFIN COMMUNITY CENTER,20 COMMUNITY ST,"ASHEVILLE, NC",28804
0,11,16,Buncombe,69.1,ERWIN HIGH SCHOOL - AUXILIARY GYM,60 LEE'S CREEK RD,"ASHEVILLE, NC",28806
0,11,18,Buncombe,68.1,WEST BUNCOMBE SCHOOL,175 ERWIN HILLS RD,"ASHEVILLE, NC",28806
0,11,19,Buncombe,67.1,WEAVERVILLE TOWN HALL,30 S MAIN ST,"WEAVERVILLE, NC",28787
0,11,20,Buncombe,66.1,BEE TREE FIRE DEPARTMENT,510 BEE TREE RD,"SWANNANOA, NC",28778
0,11,21,Buncombe,65.1,W D WILLIAMS ELEMENTARY,161 BEE TREE RD,"SWANNANOA, NC",28778
0,11,22,Buncombe,64.1,FIRST BAPTIST OF SWANNANOA,503 PARK ST,"SWANNANOA, NC",28778
0,11,23,Buncombe,63.1,SANDY MUSH COMMUNITY CENTER,19 SCHOOL RD,"LEICESTER, NC",28748
0,11,24,Buncombe,62.1,GRASSY BRANCH BAPTIST,499 RICEVILLE RD,"ASHEVILLE, NC",28805
0,11,25,Buncombe,61.1,RICEVILLE COMMUNITY CENTER,2251 RICEVILLE RD,"ASHEVILLE, NC",28805
0,11,26,Buncombe,60.2,REYNOLDS FIRE DEPARTMENT,1 CHARLES LYTLE LN,"ASHEVILLE, NC",28803
0,11,27,Buncombe,59.1,FIRST BORN BAPTIST CHURCH,118 UPPER GROVE LN,"WEAVERVILLE, NC",28787
0,11,28,Buncombe,58.1,NORTH BUNCOMBE MIDDLE SCHOOL,51 N BUNCOMBE SCHOOL RD,"WEAVERVILLE, NC",28787
0,11,29,Buncombe,57.1,SKYLAND FIRE BISHOP SUBSTATION,310 WILLIAMS RD,"FLETCHER, NC",28732
0,11,31,Buncombe,55.1,GLEN ARDEN SCHOOL,50 PINEHURST CIR,"ARDEN, NC",28704
0,11,32,Buncombe,54.2,LUTHERAN CHURCH OF THE NATIVITY,2425 HENDERSONVILLE RD,"ARDEN, NC",28704
0,11,33,Buncombe,53.1,LEICESTER COMMUNITY CENTER,2979 NEW LEICESTER HWY,"LEICESTER, NC",28748
0,11,34,Buncombe,52.1,LEICESTER LIBRARY,1561 ALEXANDER RD,"LEICESTER, NC",28748
0,11,36,Buncombe,50.1,BARNARDSVILLE SCHOOL,20 HILLCREST DR,"BARNARDSVILLE, NC",28709
0,11,37,Buncombe,49.1,POLE CREEK BAPTIST CHURCH,96 SNOW HILL CHURCH RD,"CANDLER, NC",28715
0,11,38,Buncombe,48.1,HOMINY VALLEY ELEMENTARY,450 ENKA LAKE RD,"CANDLER, NC",28715
0,11,39,Buncombe,47.1,PISGAH ELEMENTARY,1495 PISGAH HWY,"CANDLER, NC",28715
0,11,40,Buncombe,46.1,ARBORETUM MAIN BLDG - CLASS RM 1,100 FREDRICK LAW OLMSTED WAY,"ASHEVILLE, NC",28806
0,11,41,Buncombe,45.1,ENKA MIDDLE SCHOOL,390 ASBURY RD,"CANDLER, NC",28715
0,11,42,Buncombe,44.1,ENKA - CANDLER LIBRARY,1404 SAND HILL RD,"CANDLER, NC",28715
